Geo Point;Geo Shape;OBJECTID;id_ref_zdl;gares_id;nom_gare;nomlong;nom_iv;num_mod;mode_;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;cod_ligf;ligne_code;indice_lig;reseau;res_com;cod_resf;res_stif;exploitant;num_psr;idf;principal;x;y
48.8838092012,2.30467444053;"{""type"": ""Point"", ""coordinates"": [2.304674440528395, 48.88380920123337]}";359;45508;923;Wagram;WAGRAM;Wagram;2055;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103071;3;METRO;M3;3.0;110.0;RATP;0;1;0;649008.6628;6865090.3639
48.875764594,2.32425603265;"{""type"": ""Point"", ""coordinates"": [2.324256032653556, 48.87576459402023]}";360;58566;1000;Saint-Lazare;SAINT-LAZARE;Saint-Lazare;2369;Metro;0;0;0;1;0;0;0;0;0;0;M14;0;0;0;A01547;;14;6.0;14-329;14;METRO;M14;3.0;110.0;RATP;0;1;1;650436.9779;6864183.3906
48.8763179623,2.3325430273;"{""type"": ""Point"", ""coordinates"": [2.332543027297522, 48.87631796226446]}";369;45170;861;Trinité d'Estienne d'Orves;TRINITE-D'ESTIENNE D'ORVES;Trinité d'Estienne d'Orves;2308;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112067;12;METRO;M12;3.0;110.0;RATP;0;1;0;651045.3002;6864239.7516
48.7687151253,2.46456499321;"{""type"": ""Point"", ""coordinates"": [2.464564993211322, 48.76871512527143]}";379;44453;1072;Créteil-Pointe du Lac;CRETEIL-POINTE DU LAC;Créteil-Pointe du Lac;2189;Metro;0;0;0;1;0;0;0;0;0;0;M8;0;0;0;A01541;;8;15.0;8-108092;8;METRO;M8;3.0;110.0;RATP;0;1;0;660647.1686;6852201.7355
48.8701642009,2.35049797186;"{""type"": ""Point"", ""coordinates"": [2.350497971863091, 48.87016420090055]}";2;45100;91;Bonne Nouvelle;BONNE NOUVELLE;Bonne Nouvelle;2240;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-108047;9;METRO;M9;3.0;110.0;RATP;0;1;0;652356.5489;6863544.515
48.8407450152,2.2285369815;"{""type"": ""Point"", ""coordinates"": [2.228536981504941, 48.84074501522689]}";7;42381;100;Boulogne-Pont de Saint-Cloud;BOULOGNE-PONT DE SAINT CLOUD;Boulogne-Pont de Saint-Cloud;2263;Metro;0;0;0;1;0;0;0;0;0;0;M10;0;0;0;A01543;;10;2.0;10-110023;10;METRO;M10;3.0;110.0;RATP;0;1;0;643378.5475;6860353.9039
48.8561407093,2.37020933841;"{""type"": ""Point"", ""coordinates"": [2.370209338414258, 48.85614070934924]}";9;42390;107;Bréguet-Sabin;BREGUET-SABIN;Bréguet-Sabin;2107;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105069;5;METRO;M5;3.0;110.0;RATP;0;1;0;653789.9847;6861973.5003
48.9063747703,2.44918990449;"{""type"": ""Point"", ""coordinates"": [2.449189904488852, 48.906374770270006]}";15;42345;79;Bobigny-Pablo Picasso;BOBIGNY-PABLO PICASSO;Bobigny-Pablo Picasso;2122;Metro;0;0;0;1;0;0;0;0;0;0;M5;0;0;0;A01538;;5;11.0;5-105037;5;METRO;M5;3.0;110.0;RATP;899905;1;0;659623.938;6867515.9438
48.895454673,2.4253268888;"{""type"": ""Point"", ""coordinates"": [2.425326888802467, 48.89545467304616]}";16;42344;80;Bobigny-Pantin (Raymond Queneau);BOBIGNY-PANTIN (RAYMOND QUENEAU);Bobigny-Pantin - Raymond Queneau;2121;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105041;5;METRO;M5;3.0;110.0;RATP;0;1;0;657865.8989;6866314.133
48.8281884763,2.32716464961;"{""type"": ""Point"", ""coordinates"": [2.327164649607824, 48.8281884763135]}";19;42175;10;Alésia;ALESIA;Alésia;2099;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104077;4;METRO;M4;3.0;110.0;RATP;0;1;0;650605.2307;6858891.5557
48.8828686476,2.34413063372;"{""type"": ""Point"", ""coordinates"": [2.344130633722552, 48.88286864756838]}";23;42210;21;Anvers;ANVERS;Anvers;2038;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102059;2;METRO;M2;3.0;110.0;RATP;0;1;0;651901.2249;6864961.0235
48.8653227117,2.35672986917;"{""type"": ""Point"", ""coordinates"": [2.3567298691737, 48.86532271167805]}";25;42230;27;Arts et Métiers;ARTS ET METIERS;Arts et Métiers;2289;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01544;;11;3.0;11-103049;11;METRO;M11;3.0;110.0;RATP;0;1;0;652809.2865;6863002.4359
48.8655864776,2.35673675681;"{""type"": ""Point"", ""coordinates"": [2.356736756806097, 48.865586477599685]}";26;42230;28;Arts et Métiers;ARTS ET METIERS;Arts et Métiers;2066;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103049;3;METRO;M3;3.0;110.0;RATP;0;1;0;652810.0307;6863031.7605
48.8838039424,2.35061300069;"{""type"": ""Point"", ""coordinates"": [2.350613000688896, 48.883803942408505]}";32;42280;49;Barbès-Rochechouart;BARBES-ROCHECHOUART;Barbès-Rochechouart;2037;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-104037;2;METRO;M2;3.0;110.0;RATP;0;1;0;652377.4597;6865061.0935
48.8718487938,2.37659368274;"{""type"": ""Point"", ""coordinates"": [2.37659368274432, 48.87184879375486]}";38;42311;60;Belleville;BELLEVILLE;Belleville;2292;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01544;;11;3.0;11-111045;11;METRO;M11;3.0;110.0;RATP;0;1;0;654272.2071;6863716.4009
48.8454707076,2.42920516635;"{""type"": ""Point"", ""coordinates"": [2.429205166347999, 48.84547070758355]}";40;42318;65;Bérault;BERAULT;Bérault;2023;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101035;1;METRO;M1;3.0;110.0;RATP;0;1;0;658110.066;6860754.1783
48.7899783103,2.45045317792;"{""type"": ""Point"", ""coordinates"": [2.450453177915301, 48.789978310348914]}";49;42779;226;Créteil-Université;CRETEIL-UNIVERSITE;Créteil-Université;2190;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108089;8;METRO;M8;3.0;110.0;RATP;899928;1;0;659626.4637;6854573.0018
48.8907889695,2.3773157556;"{""type"": ""Point"", ""coordinates"": [2.377315755595573, 48.89078896952843]}";50;42780;227;Crimée;CRIMEE;Crimée;2183;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107035;7;METRO;M7;3.0;110.0;RATP;0;1;0;654341.7793;6865822.0177
48.8334508582,2.33174013099;"{""type"": ""Point"", ""coordinates"": [2.331740130985348, 48.83345085821349]}";56;42835;236;Denfert-Rochereau;DENFERT-ROCHEREAU;Denfert-Rochereau;2097;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-297;4;METRO;M4;3.0;110.0;RATP;0;1;0;650946.0738;6859473.8194
48.8469891061,2.31700523574;"{""type"": ""Point"", ""coordinates"": [2.317005235737245, 48.84698910613952]}";60;42874;246;Duroc;DUROC;Duroc;2276;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-114049;10;METRO;M10;3.0;110.0;RATP;0;1;0;649877.4993;6860988.3813
48.8546821569,2.3060974037;"{""type"": ""Point"", ""coordinates"": [2.306097403704284, 48.85468215688773]}";62;42885;248;École Militaire;ECOLE MILITAIRE;École Militaire;2219;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108031;8;METRO;M8;3.0;110.0;RATP;0;1;0;649084.5508;6861850.7519
48.851812133,2.40102227052;"{""type"": ""Point"", ""coordinates"": [2.401022270517142, 48.85181213300196]}";69;42410;121;Buzenval;BUZENVAL;Buzenval;2231;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109083;9;METRO;M9;3.0;110.0;RATP;0;1;0;656047.1453;6861474.6081
48.8475070811,2.30296829919;"{""type"": ""Point"", ""coordinates"": [2.302968299191959, 48.84750708110546]}";71;42419;123;Cambronne;CAMBRONNE;Cambronne;2142;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106069;6;METRO;M6;3.0;110.0;RATP;0;1;0;648847.9145;6861054.9765
